  [86/400·86] XXKOMXADMXUUUBOOTEGKDOSVXY@37 edges=26 letters=19 loops=10 central=X dead at the board                      1356s  38.9M/s ETA  82.5 min
  [87/400·87] XXKOMXADMXUUUBOOTEGKDOSVYX@37 edges=26 letters=19 loops=10 central=X dead at the board                      1369s  39.0M/s ETA  82.1 min
  [88/400·88] XXKOMXADMXUUUBOOTEGKDOSVYY@37 edges=26 letters=19 loops=10 central=X dead at the board                      1382s  39.1M/s ETA  81.7 min
  [89/400·89] YUUUVIRSIBENNULNINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1396s  39.2M/s ETA  81.3 min
  [90/400·90] YUUUVIRSIBENNULUINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1409s  39.2M/s ETA  80.9 min
  [91/400·91] YUUUVIRSIBENNULFINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1424s  39.3M/s ETA  80.6 min
  [92/400·92] YUUUVIRSIBENNULIINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1437s  39.3M/s ETA  80.2 min
  [93/400·93] UUUVIIRSIBENNULFINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1449s  39.4M/s ETA  79.7 min
  [94/400·94] UUUVIIRSIBENNULIINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1461s  39.5M/s ETA  79.3 min
  [95/400·95] UUUVIIRSIBENNULNINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1473s  39.6M/s ETA  78.8 min
  [96/400·96] UUUVIIRSIBENNULUINSYNACHR@27 edges=25 letters=18 loops=10 central=R dead at the board                      1484s  39.7M/s ETA  78.3 min
  [97/400·97] ITUUUVIRSIBINNULIWOYVIRS@44 edges=24 letters=17 loops=10 central=I dead at the board                      1495s  39.9M/s ETA  77.8 min
  [98/400·98] VXUUUFLOTTILLEHACHRXFXDXUUUX@0 edges=28 letters=20 loops=9 central=U dead at the board                      1511s  39.8M/s ETA  77.6 min
  [99/400·99] CHTREVEMUENDEVDEVVVUUUDREIN@18 edges=27 letters=20 loops=9 central=V dead at the board                      1523s  39.9M/s ETA  77.2 min
  [100/400·100] CHTREVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=19 loops=9 central=V dead at the board                      1534s  40.0M/s ETA  76.7 min
  [101/400·101] CHTREVEMUENDEVDEVVVUUUDREIN@22 edges=27 letters=19 loops=9 central=V dead at the board                      1545s  40.1M/s ETA  76.3 min
  [102/400·102] CHTRIVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=19 loops=9 central=V dead at the board                      1556s  40.3M/s ETA  75.8 min
  [103/400·103] CHTRIVEMUENDEVDEVVVUUUDREIN@22 edges=27 letters=19 loops=9 central=V dead at the board                      1568s  40.4M/s ETA  75.3 min
  [104/400·104] CHTRTVEMUENDEVDEVVVUUUDREIN@22 edges=27 letters=19 loops=9 central=V dead at the board                      1579s  40.4M/s ETA  74.9 min
  [105/400·105] CHIRAVEMUENDEVDEVVVUUUDREIN@18 edges=27 letters=21 loops=9 central=V dead at the board                      1591s  40.5M/s ETA  74.5 min
  [106/400·106] CHIRAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1602s  40.6M/s ETA  74.0 min
  [107/400·107] CHDRAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1613s  40.7M/s ETA  73.6 min
  [108/400·108] CHFRAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1624s  40.9M/s ETA  73.2 min
  [109/400·109] CHNRAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1635s  41.0M/s ETA  72.7 min
  [110/400·110] CHTEAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1646s  41.0M/s ETA  72.3 min
  [111/400·111] CHTFAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1657s  41.1M/s ETA  71.9 min
  [112/400·112] CHTIAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1670s  41.2M/s ETA  71.6 min
  [113/400·113] CHTRAFEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1681s  41.3M/s ETA  71.2 min
  [114/400·114] CHTRANEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1693s  41.4M/s ETA  70.8 min
  [115/400·115] CHTRXVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1704s  41.5M/s ETA  70.4 min
  [116/400·116] CHTUAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1715s  41.5M/s ETA  70.0 min
  [117/400·117] CHURAVEMUENDEVDEVVVUUUDREIN@21 edges=27 letters=20 loops=9 central=V dead at the board                      1726s  41.6M/s ETA  69.6 min
  [118/400·118] YUUUVIIRSIBENNULEINSYNACHR@15 edges=26 letters=19 loops=9 central=R dead at the board                      1739s  41.7M/s ETA  69.2 min
  [119/400·119] YUUUVIIRSIBENNULEINSYNACHR@24 edges=26 letters=18 loops=9 central=R dead at the board                      1750s  41.8M/s ETA  68.9 min
  [120/400·120] YYUUUVIRSIBENNULEINSYNACHR@15 edges=26 letters=19 loops=9 central=R dead at the board                      1762s  41.8M/s ETA  68.5 min
  [121/400·121] YYUUUVIRSIBENNULEINSYNACHR@24 edges=26 letters=18 loops=9 central=R dead at the board                      1774s  41.9M/s ETA  68.2 min
  [122/400·122] XXKOMXADMXUUUBOOTEGKDOSVXX@1 edges=26 letters=19 loops=9 central=X dead at the board                      1786s  42.0M/s ETA  67.8 min
  [123/400·123] XXKOMXADMXUUUBOOTEGKDOSVXY@0 edges=26 letters=19 loops=9 central=X    6258 stops → 0 valid 10-plug completions    1795s  42.1M/s ETA  67.4 min
  [124/400·124] XXKOMXADMXUUUBOOTEGKDOSVXY@1 edges=26 letters=19 loops=9 central=X dead at the board                      1808s  42.1M/s ETA  67.1 min
  [125/400·125] XXKOMXADMXUUUBOOTEYFXDXUUU@1 edges=26 letters=20 loops=9 central=U dead at the board                      1826s  42.1M/s ETA  66.9 min
  [126/400·126] YXKOMXADMXUUUBOOTEYFXDXUUU@1 edges=26 letters=20 loops=9 central=U dead at the board                      1843s  42.0M/s ETA  66.8 min
  [127/400·127] ITUUUUUVIRSIBENNULZWOYVIRS@1 edges=26 letters=21 loops=9 central=U dead at the board                      1857s  42.0M/s ETA  66.5 min
  [128/400·128] YITUUUUVIRSIBENNULZWOYVIRS@1 edges=26 letters=21 loops=9 central=U dead at the board                      1872s  42.0M/s ETA  66.3 min
  [129/400·129] YITTUUUVIRSIBENNULZWOYVIRS@1 edges=26 letters=21 loops=9 central=S dead at the board                      1886s  42.0M/s ETA  66.0 min
  [130/400·130] YYITUUUVIRSIBENNULZWOYVIRS@1 edges=26 letters=21 loops=9 central=S dead at the board                      1897s  42.1M/s ETA  65.7 min
  [131/400·131] XUUUVIIRSIBENNULEINSANANEI@10 edges=26 letters=20 loops=9 central=E dead at the board                      1908s  42.2M/s ETA  65.3 min
  [132/400·132] XXUUUVIRSIBENNULEINSANANEI@10 edges=26 letters=20 loops=9 central=E dead at the board                      1917s  42.3M/s ETA  64.9 min
  [133/400·133] YXUUUVIRSIBENNULEINSANANEI@10 edges=26 letters=20 loops=9 central=E dead at the board                      1926s  42.4M/s ETA  64.4 min
  [134/400·134] UUUVIIRSIBENNULEINSANANEIY@14 edges=26 letters=19 loops=9 central=I dead at the board                      1939s  42.4M/s ETA  64.2 min
  [135/400·135] UUUVIIRSIBENNULEINSANANEIY@15 edges=26 letters=19 loops=9 central=I dead at the board                      1954s  42.4M/s ETA  63.9 min
  [136/400·136] UUUVIIRSIBENNULEINSANANEIY@25 edges=26 letters=18 loops=9 central=R dead at the board                      1966s  42.5M/s ETA  63.6 min
  [137/400·137] UUUVIIRSIBENNULEINSYNACHRY@14 edges=26 letters=19 loops=9 central=R dead at the board                      1979s  42.5M/s ETA  63.3 min
  [138/400·138] UUUVIIRSIBENNULEINSYNACHRY@25 edges=26 letters=18 loops=9 central=R dead at the board                      1990s  42.6M/s ETA  63.0 min
  [139/400·139] UUUVIIRSIBENNULEINSYNACHRY@27 edges=26 letters=19 loops=9 central=R dead at the board                      2003s  42.6M/s ETA  62.7 min
  [140/400·140] YUUUVIIRSIBENNULEINSANANEI@15 edges=26 letters=19 loops=9 central=I dead at the board                      2018s  42.6M/s ETA  62.5 min
